sample_name	ampicillin_RIS	ciprofloxacin_RIS	clindamycin_RIS	daptomycin_RIS	doxycycline_RIS	erythromycin_RIS	gentamicin_RIS	kanamycin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tetracycline_RIS	tigecycline_RIS	vancomycin_RIS
SRR11551438	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551432	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	S	NA	S
SRR11551437	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	S	NA	I/R
SRR11551431	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551436	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551435	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551434	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	S
SRR11551430	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	S
SRR11551429	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	S
SRR11551428	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	S
SRR11551427	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	S
SRR11551426	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551425	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551424	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551423	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551421	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551420	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551419	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	S
SRR11551418	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551417	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551416	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551415	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551414	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551413	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551412	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551410	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551408	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551407	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551406	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551405	I/R	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	NA	I/R	NA	I/R
SRR11551404	I/R	I/R	NA	NA	NA	I/R	I/R	NA	S	NA	NA	NA	I/R	NA	S
SRR11551409	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	I/R
SRR11551403	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR11551402	I/R	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	NA	S	NA	S
SRR11551401	I/R	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	I/R
SRR12963027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR12963035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA
SRR11297259	I/R	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
SRR11297256	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297250	S	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297208	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297204	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297203	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297174	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297173	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297172	S	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297170	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297140	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297132	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297073	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297065	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297297	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297289	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297246	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297245	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297244	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297222	I/R	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297061	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297059	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297057	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297056	I/R	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	I/R
SRR11297050	S	NA	NA	NA	S	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R
ERR4046876	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046880	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	I/R	I/R	I/R	NA	S	I/R
ERR4046884	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	I/R	I/R	I/R	NA	S	I/R
ERR4046888	I/R	NA	NA	NA	NA	NA	S	S	S	S	S	I/R	NA	S	I/R
ERR4046892	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046896	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046900	I/R	NA	NA	NA	NA	NA	S	S	S	S	S	I/R	NA	S	I/R
ERR4046904	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046908	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	S	NA	S	I/R
ERR4139251	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046912	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	S	I/R	NA	I/R	I/R
ERR4046916	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046920	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046923	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046926	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	S	S	NA	S	I/R
ERR4139253	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	S	S	NA	S	I/R
ERR4046929	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046552	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046556	I/R	NA	NA	NA	NA	NA	S	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046557	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046561	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046565	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	S	NA	S	I/R
ERR4046569	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046573	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046577	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046581	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	I/R	I/R	I/R	NA	S	I/R
ERR4046585	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046578	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046589	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046593	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046597	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046601	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	S	NA	S	S
ERR4046605	I/R	NA	NA	NA	NA	NA	S	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046609	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046613	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	S	NA	S	S
ERR4046617	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046621	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	I/R	I/R
ERR4046625	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046629	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046633	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046637	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046641	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046646	I/R	NA	NA	NA	NA	NA	S	S	S	S	S	S	NA	S	I/R
ERR4046650	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046654	I/R	NA	NA	NA	NA	NA	S	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046658	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046662	I/R	NA	NA	NA	NA	NA	S	S	S	S	S	S	NA	S	I/R
ERR4046666	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046670	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	I/R	I/R
ERR4046674	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046678	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046682	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	I/R	I/R
ERR4046686	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046690	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	S	I/R
ERR4046694	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	I/R	I/R
ERR4046698	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	I/R	I/R
ERR4046710	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046714	I/R	NA	NA	NA	NA	NA	S	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046718	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	S	I/R
ERR4046722	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	S	I/R
ERR4046726	I/R	NA	NA	NA	NA	NA	S	S	S	S	I/R	S	NA	S	S
ERR4046730	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046734	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	I/R	I/R
ERR4046705	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	I/R	I/R
ERR4046709	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046713	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046706	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046702	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	NA	S	I/R
ERR4046717	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046721	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046725	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046729	I/R	NA	NA	NA	NA	NA	S	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046733	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	S	S	NA	S	I/R
ERR4046738	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046742	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046746	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046750	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	I/R	I/R	I/R	NA	S	I/R
ERR4046754	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4046758	I/R	NA	NA	NA	NA	NA	I/R	I/R	I/R	S	I/R	I/R	NA	S	I/R
ERR4046762	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR4139255	I/R	NA	NA	NA	NA	NA	I/R	I/R	S	S	I/R	I/R	NA	S	I/R
ERR2710627	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	I/R	I/R	I/R	I/R	I/R	S	I/R
ERR2710628	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710750	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710629	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2710630	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710631	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710632	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR2710633	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710699	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710621	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2710622	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710700	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710751	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710623	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710624	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2710625	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2710626	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710634	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710635	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710701	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710636	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710637	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710638	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710639	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710640	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR2710752	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR2710641	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710642	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710702	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710643	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710753	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR2710644	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710645	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710646	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710754	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710647	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710648	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710649	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710650	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710651	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710652	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710653	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710797	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710654	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	I/R
ERR2710655	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	I/R	I/R
ERR2710656	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710657	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710757	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710658	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710659	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710660	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710661	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710662	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710663	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	I/R	I/R
ERR2710664	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR2710665	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710666	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	I/R	I/R
ERR2710667	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR2710668	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710669	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	I/R	I/R
ERR2710670	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	I/R	I/R
ERR2710671	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710672	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710673	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710674	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	S	S	S	S
ERR2710675	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710676	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	I/R	I/R
ERR2710677	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR2710678	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710679	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710680	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710681	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	I/R	I/R
ERR2710682	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR2710683	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	S	I/R	S	S
ERR2710684	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710685	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR2710686	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710687	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR2710688	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	I/R	I/R
ERR2710689	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	I/R	I/R
ERR2710690	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
